app_id,genres,tags,review_score,owners_midpoint
1450180,"Action, Adventure, Indie","Action, Adventure, Artificial Intelligence, Atmospheric, Cinematic, Co-op, Co-op Campaign, Dark, Early Access, First-Person, Horror, Multiplayer, Mystery, Online Co-Op, Psychological, Psychological Horror, Stealth, Supernatural, Survival Horror, Thriller",5.0,150000.0
1450730,"Action, Adventure, Indie","2D, 2D Platformer, 4 Player Local, Action, Action-Adventure, Adventure, Atmospheric, Cartoon, Cartoony, Cats, Collectathon, Controller, Indie, Local Multiplayer, Noir, Platformer, Puzzle, Puzzle Platformer, PvE, Singleplayer",0.0,10000.0
1457160,"Action, Adventure, Indie, RPG, Strategy","1980s, Action, Adventure, Choices Matter, Cinematic, Detective, First-Person, Gore, Horror, Indie, Investigation, Lovecraftian, Multiple Endings, Puzzle, RPG, Singleplayer, Story Rich, Strategy, Stylized, Violent",0.0,10000.0
1460090,"Adventure, Free To Play, Indie, RPG, Simulation, Strategy","2D, Adventure, Atmospheric, Choices Matter, Choose Your Own Adventure, Conversation, Dark Fantasy, Diplomacy, Fantasy, Gothic, Interactive Fiction, Management, Medieval, Multiple Endings, RPG, Simulation, Story Rich, Strategy, Text-Based, Visual Novel",9.0,350000.0
1466400,"Action, Adventure, Indie","2D, Action, Action Roguelike, Action-Adventure, Aliens, Atmospheric, Bullet Hell, Controller, Dark, Difficult, Hero Shooter, Indie, Pixel Graphics, Roguelike, Sci-fi, Shoot 'Em Up, Shooter, Singleplayer, Top-Down Shooter, Twin Stick Shooter",7.0,10000.0
1470380,"Action, Adventure, Indie","2D, 2D Platformer, Action, Action-Adventure, Arcade, Cartoony, Casual, Colorful, Comedy, Cute, Dark Comedy, Dark Humor, Family Friendly, Linear, Minimalist, Platformer, Puzzle, Puzzle Platformer, Side Scroller, Stealth",6.0,35000.0
1473870,"Action, Casual, Indie, Strategy","2D, Action, Base Building, Blood, Dark, Dark Fantasy, Difficult, Gore, Horror, Lemmings, Medieval, Pixel Graphics, Real Time Tactics, Real-Time with Pause, Resource Management, Roguelite, Singleplayer, Strategy, Tower Defense, Violent",7.0,10000.0
1474940,"Casual, Strategy","Adventure, Casual, Indie, Strategy, Time Management",0.0,10000.0
1480910,"Adventure, Indie","2D, 2D Platformer, Adventure, Comedy, Controller, Linear, Logic, Multiple Endings, Old School, Pixel Graphics, Platformer, Precision Platformer, Psychological Horror, Puzzle, Puzzle Platformer, Short, Side Scroller, Singleplayer, Underground, Zombies",7.0,75000.0
1481000,"Casual, Indie","Abstract, Atmospheric, Casual, Controller, Difficult, Experimental, Indie, Logic, Minimalist, Music, Physics, Procedural Generation, Psychedelic, Puzzle, Relaxing, Replay Value, Singleplayer, Strategy, Stylized, Surreal",7.0,10000.0
1481580,"Action, Adventure, Casual, Free To Play, Indie, Simulation","6DOF, Action, Adventure, Casual, Comedy, FPS, Fantasy, Free to Play, Futuristic, Indie, Music-Based Procedural Generation, PvE, Rhythm, Shooter, Simulation, Singleplayer, VR",5.0,35000.0
1499430,"Indie, Simulation","2D, Agriculture, Atmospheric, Colorful, Drama, Economy, Emotional, Experimental, Farming, Farming Sim, Hand-drawn, Immersive Sim, Life Sim, Philosophical, Pixel Graphics, Relaxing, Resource Management, Simulation, Singleplayer, Time Management",4.0,10000.0
1503430,"Action, Indie","2D, Action, Arcade, Colorful, Cult Classic, Indie, Instrumental Music, Minimalist, Music, Music-Based Procedural Generation, Rhythm, Shoot 'Em Up, Shooter, Singleplayer, Space, Top-Down, Top-Down Shooter, Twin Stick Shooter",7.0,10000.0
1506420,Action,"3D, 3D Platformer, Action, Action-Adventure, Adventure, Anime, Arcade, Casual, Character Action Game, Comedy, Crime, First-Person, Hentai, Indie, Nudity, Shoot 'Em Up, Shooter, Singleplayer, Survival, War",4.0,10000.0
1512300,"Action, Indie, Racing, Sports","3D, Action, Arcade, Artificial Intelligence, Automobile Sim, Character Customization, Colorful, Combat Racing, Driving, Flight, Immersive Sim, Minimalist, Multiplayer, PvP, Racing, Split Screen, Sports, Tactical, Third Person, eSports",5.0,10000.0
1514660,"Casual, Free To Play, Indie, Sports","3D, Arcade, Casual, Free to Play, Indie, Multiplayer, PvP, Sports, Top-Down, Top-Down Shooter",8.0,75000.0
1516120,"Adventure, Indie, RPG","2D, Action RPG, Adventure, CRPG, Character Customization, Choices Matter, Fantasy, Indie, Open World, RPG, RPGMaker, Sci-fi, Singleplayer, Top-Down, Turn-Based Combat, Walking Simulator",0.0,10000.0
1519640,"Adventure, Casual, Indie","2D, 2D Platformer, Adventure, Casual, Cute, Hand-drawn, Logic, Multiple Endings, Nonlinear, Open World, Pixel Graphics, Platformer, Point & Click, Puzzle, Puzzle Platformer, Sci-fi, Side Scroller, Singleplayer, Story Rich, Stylized",8.0,35000.0
1527470,"Action, Early Access, Indie, Simulation","Action, Atmospheric, Bullet Time, Cinematic, Early Access, FPS, Futuristic, Gun Customization, Indie, Open World, Real Time Tactics, Realistic, Shooter, Silent Protagonist, Singleplayer, Spectacle fighter, Stealth, Survival, Tactical, Violent",0.0,10000.0
1532780,"Casual, Indie, Strategy","2D, Abstract, Atmospheric, Casual, Indie, Logic, Minimalist, Mouse only, Physics, Puzzle, Relaxing, Singleplayer, Strategy",7.0,10000.0
1537820,"Adventure, Indie","3D, 3D Platformer, Adventure, Arcade, Cute, Fantasy, Funny, Hidden Object, Indie, Linear, Minimalist, Nature, Platformer, Precision Platformer, Runner, Singleplayer, Story Rich, Surreal, Walking Simulator",6.0,35000.0
1542870,"Action, Casual, Indie","3D, Action, Arcade, Cartoon, Cartoony, Casual, Colorful, Comedy, Funny, Lemmings, Linear, Minimalist, Modern, Physics, Procedural Generation, Puzzle, Relaxing, Stylized, Top-Down, Zombies",0.0,10000.0
1543710,"Action, Adventure, Indie, RPG","2.5D, 2D, Action, Adventure, Atmospheric, Cyberpunk, Exploration, Futuristic, Indie, JRPG, Party-Based RPG, Pixel Graphics, RPG, Retro, Sci-fi, Singleplayer, Soundtrack, Space, Story Rich, Turn-Based Combat",8.0,35000.0
1544570,"Adventure, Free To Play, Indie","2D, Adventure, Cartoon, Cartoony, Comedy, Exploration, Fantasy, Free to Play, Indie, Magic, Medieval, Mystery, Mythology, Nature, Parody, Point & Click, Puzzle, Retro, Story Rich",8.0,150000.0
1552260,"Adventure, Casual, Early Access, Indie, RPG","Adventure, Casual, Early Access, Futuristic, Indie, Interactive Fiction, Lore-Rich, MMORPG, Massively Multiplayer, Old School, RPG, Retro, Roguelike, Sandbox, Sci-fi, Space Sim, Text-Based, Traditional Roguelike",0.0,10000.0
1554700,"Action, Indie","3D, Action, Anime, Cartoon, Cartoony, Colorful, Comedy, Comic Book, Cute, Dark Comedy, Memes, Minimalist, Satire, Shooter, Stylized, Third Person, Third-Person Shooter, War, World War II, Zombies",8.0,75000.0
1576470,"Indie, RPG","2D, Anime, CRPG, Fantasy, Female Protagonist, Indie, JRPG, Old School, Party-Based RPG, Pixel Graphics, RPG, RPGMaker, Retro, Singleplayer, Top-Down, Turn-Based Combat",0.0,35000.0
1587600,"Action, Adventure, Indie","3D, 3D Platformer, Action, Adventure, Atmospheric, Dark, Gore, Horror, Indie, Platformer, Psychological Horror, Puzzle, Puzzle Platformer, Singleplayer, Stealth, Third Person, Violent",0.0,10000.0
1597930,Indie,"2D, 2D Platformer, Indie, Platformer, Puzzle Platformer, Singleplayer",0.0,10000.0
1602510,Strategy,"Action, Adventure, Atmospheric, Gore, Historical, Indie, Military, RTS, Real Time Tactics, Real-Time, Realistic, Simulation, Singleplayer, Strategy, Tactical, Tanks, Violent, War, Wargame, World War I",0.0,10000.0
1606620,"Casual, Indie, Simulation, Strategy","2D, 2D Platformer, Automation, Automobile Sim, Cartoony, Casual, Colorful, Economy, Education, Grand Strategy, Immersive Sim, Life Sim, Minimalist, Real Time Tactics, Realistic, Simulation, Strategy, Time Management, Turn-Based Strategy, Turn-Based Tactics",0.0,10000.0
1608730,"Adventure, Early Access, Indie, RPG","Card Battler, Character Customization, Choices Matter, Choose Your Own Adventure, Conversation, Dragons, Early Access, Interactive Fiction, LGBTQ+, Lore-Rich, Multiple Endings, Narration, Nonlinear, Open World, Post-apocalyptic, RPG, Romance, Surreal, Turn-Based Strategy, Turn-Based Tactics",8.0,10000.0
1610120,"Adventure, Casual, Early Access, Indie, Simulation","3D, Adventure, Atmospheric, Cartoon, Cartoony, Casual, Cinematic, Colorful, Cute, Early Access, Emotional, Exploration, Family Friendly, Idler, Life Sim, Magic, Nature, Simulation, Stylized, Walking Simulator",6.0,10000.0
1614880,"Action, Adventure, Casual, Early Access, Indie, Simulation, Strategy","Action, Adventure, Casual, Combat, Cyberpunk, Early Access, Economy, Futuristic, Immersive Sim, Inventory Management, Realistic, Resource Management, Sci-fi, Simulation, Space, Space Sim, Story Rich, Strategy, Trading, Transportation",0.0,10000.0
1616540,"Early Access, Indie, Simulation","3D, Base Building, Building, Character Customization, Colony Sim, Conversation, Early Access, Exploration, Futuristic, Life Sim, Management, Open World, Political Sim, Procedural Generation, Sandbox, Sci-fi, Simulation, Space, Survival, Top-Down",3.0,10000.0
1623550,"Casual, Indie","2D, Casual, Colorful, Cute, Indie, Puzzle, Singleplayer",0.0,10000.0
1628170,"Indie, Strategy","2D, Alternate History, America, Card Game, Choices Matter, Choose Your Own Adventure, Colorful, Comedy, Dark Humor, Diplomacy, God Game, Life Sim, Memes, Political Sim, Politics, RPG, Simulation, Strategy, Strategy RPG, Text-Based",0.0,10000.0
1640130,"Action, Early Access, Free To Play, Indie","3D, Action, Agriculture, Battle Royale, Early Access, FPS, Loot, Looter Shooter, Magic, Military, Multiplayer, Procedural Generation, PvP, Sci-fi, Shooter, Sniper, Stylized, Tactical, Third Person, Third-Person Shooter",6.0,10000.0
1641240,"Casual, Indie, RPG, Strategy","2D, Auto Battler, Casual, Controller, Exploration, Fantasy, Indie, Linear, Management, Pixel Graphics, PvE, RPG, Retro, Roguelike, Roguelite, Singleplayer, Strategy, Top-Down",8.0,35000.0
1665060,Casual,"Adventure, Casual, Indie, Puzzle, Singleplayer",0.0,10000.0
1676860,"Indie, Simulation, Sports","Character Customization, Choices Matter, Economy, First-Person, Football (Soccer), Immersive Sim, Level Editor, Life Sim, Local Multiplayer, Management, Old School, Open World, Political Sim, PvP, Resource Management, Simulation, Sports, Story Rich, Strategy RPG, Turn-Based Tactics",8.0,10000.0
1687070,"Action, Adventure, Casual, Indie, RPG","2D, 2D Platformer, Action, Adventure, Anime, Casual, Comedy, Drama, Emotional, Indie, Linear, Multiple Endings, Mystery, Old School, RPG, Simulation, Singleplayer, Story Rich, Visual Novel",0.0,10000.0
1691130,"Action, Adventure, Casual, Indie, RPG, Racing, Simulation","Action, Adventure, Automobile Sim, BMX, Bikes, Casual, Cinematic, Cycling, Driving, Immersive Sim, Indie, Motocross, Motorbike, Offroad, Open World, Physics, RPG, Realistic, Simulation, Singleplayer",5.0,10000.0
1703650,"Casual, Indie, Strategy","2D Platformer, Casual, Indie, Minimalist, Procedural Generation, Puzzle, Puzzle Platformer, Singleplayer, Strategy, Tabletop",7.0,10000.0
1728830,"Indie, Simulation","6DOF, First-Person, Flight, Futuristic, Immersive Sim, Indie, Physics, Procedural Generation, Sci-fi, Simulation, Singleplayer, Space, Space Sim, VR",8.0,10000.0
1755350,"Casual, Indie, Simulation","3D, Casual, Character Customization, Comedy, Controller, Cooking, Exploration, Family Friendly, First-Person, Funny, Life Sim, Memes, Multiplayer, Online Co-Op, Physics, Realistic, Resource Management, Sandbox, Simulation, Singleplayer",8.0,10000.0
1757030,"Adventure, Early Access, Indie, RPG, Strategy","3D, Action RPG, Action-Adventure, Character Customization, Choose Your Own Adventure, Early Access, Exploration, Fantasy, Magic, Multiple Endings, Nonlinear, Party-Based RPG, RPG, Strategy, Strategy RPG, Tabletop, Tactical RPG, Turn-Based Combat, Turn-Based Strategy, Turn-Based Tactics",0.0,10000.0
1760140,"Adventure, Indie, RPG","2D, Adventure, Anime, Choices Matter, Choose Your Own Adventure, Comedy, Conversation, Cute, Drama, Emotional, Horror, Multiple Endings, Mystery, Point & Click, RPG, RPGMaker, Singleplayer, Story Rich, Supernatural, Visual Novel",7.0,10000.0
1764570,"Action, Adventure, Indie","3D, Action, Action-Adventure, Adventure, Dark, Exploration, FPS, Female Protagonist, First-Person, Futuristic, Gore, Indie, Open World, Post-apocalyptic, Sci-fi, Shooter, Singleplayer, Stealth, Story Rich, Third Person",0.0,10000.0
1764940,"Adventure, Casual, Indie","2D, Adventure, Card Battler, Card Game, Casual, Colorful, Combat, Deckbuilding, Drama, Exploration, Fantasy, Female Protagonist, Grid-Based Movement, Pixel Graphics, Resource Management, Sexual Content, Singleplayer, Story Rich, Top-Down, Trading Card Game",0.0,10000.0
1769420,"Action, Early Access, Indie, RPG, Simulation, Strategy","3D, Base Building, Colony Sim, Crafting, Early Access, Fantasy, Loot, Management, Medieval, Mining, Perma Death, Procedural Generation, Sandbox, Simulation, Singleplayer, Strategy, Survival, Third Person, Top-Down, Trading",8.0,75000.0
1771180,"Action, Indie, Simulation, Sports","3D, 3D Fighter, Action, Collectathon, Combat, Destruction, Football (Soccer), Funny, Martial Arts, Multiplayer, Online Co-Op, Parkour, Physics, Puzzle Platformer, PvP, Spectacle fighter, Sports, Third Person, VR, eSports",8.0,10000.0
1787920,"Early Access, Indie, Strategy","2D, Card Battler, Card Game, Cartoony, Casual, Deckbuilding, Early Access, Indie, Magic, Roguelike, Roguelite, Singleplayer, Strategy, Turn-Based Combat",6.0,10000.0
1788980,Casual,"Adventure, Card Game, Casual, Indie, Singleplayer",0.0,10000.0
1792850,"Indie, RPG","3D, Action RPG, Alternate History, Atmospheric, CRPG, Crafting, Exploration, Futuristic, Gun Customization, Idler, Isometric, Nonlinear, Open World, Post-apocalyptic, RPG, Realistic, Sci-fi, Story Rich, Survival, Top-Down",0.0,10000.0
1793990,"Action, Early Access, Free To Play, Indie, Massively Multiplayer","3D, Action, Character Customization, Combat, Cyberpunk, Dark, Early Access, FPS, First-Person, Free to Play, Futuristic, Indie, Massively Multiplayer, Multiplayer, PvE, PvP, Retro, Shooter, Space, War",0.0,10000.0
1795150,"Adventure, Indie, Simulation","3D, Adventure, Atmospheric, Exploration, Immersive Sim, Indie, Mars, Open World, Sci-fi, Science, Simulation, Singleplayer, Space, Space Sim",0.0,10000.0
1798480,"Casual, Indie","1980s, 2D, Abstract, Arcade, Cartoon, Cartoony, Casual, Clicker, Colorful, Comic Book, Cute, Female Protagonist, Funny, Hand-drawn, Idler, LGBTQ+, Mature, Memes, Sexual Content, Singleplayer",5.0,10000.0
1804600,"Action, Casual, Indie","2D, 2D Fighter, 4 Player Local, Action, Arcade, Casual, Combat, Controller, Cute, Funny, Indie, Level Editor, Local Multiplayer, Multiplayer, Pixel Graphics, Platformer, PvP, Retro",0.0,10000.0
1818810,"Casual, Indie","2D, Atmospheric, Casual, Indie, Puzzle, Side Scroller, Singleplayer",0.0,10000.0
1821540,"Action, Indie","2D, 2D Platformer, Action, Bullet Hell, Cyberpunk, Futuristic, Indie, Mechs, Military, Pixel Graphics, Retro, Sci-fi, Shoot 'Em Up, Shooter, Singleplayer, Tanks, Top-Down, Top-Down Shooter, Vehicular Combat",0.0,10000.0
1821910,"Action, Adventure, Indie","3D, Action, Adventure, Atmospheric, Base Building, Building, Choices Matter, Colony Sim, Exploration, FPS, Indie, Open World, Open World Survival Craft, Shooter, Singleplayer",0.0,10000.0
1831190,"Casual, Free To Play, Indie","2D, Arcade, Cartoon, Casual, Free to Play, Funny, Indie, Quick-Time Events, Sci-fi, Singleplayer, Spectacle fighter",0.0,10000.0
1842360,"Casual, Indie","2D, Anime, Casual, Exploration, Indie, Nudity, Sexual Content, Singleplayer",5.0,10000.0
1848330,"Indie, RPG, Strategy","1990's, Indie, JRPG, Linear, Pixel Graphics, RPG, RPGMaker, Singleplayer, Story Rich, Strategy, Turn-Based Combat",7.0,10000.0
1864400,"Adventure, Casual, Indie, RPG","2D, Action RPG, Agriculture, Anime, Atmospheric, Character Customization, Choose Your Own Adventure, Crafting, Dark Fantasy, Exploration, Fantasy, Magic, Nonlinear, Open World, Pixel Graphics, RPG, Relaxing, Sandbox, Third Person, Western",0.0,10000.0
1870400,"Adventure, Indie","2D, Adventure, Arcade, Cartoony, Choose Your Own Adventure, Cute, Exploration, Female Protagonist, Funny, GameMaker, Indie, LGBTQ+, Multiple Endings, Open World, Pixel Graphics, Point & Click, Sci-fi, Singleplayer, Space, Surreal",0.0,10000.0
1879060,"Adventure, Indie","3D, Adventure, Atmospheric, Dark, Exploration, Female Protagonist, First-Person, Horror, Investigation, Mystery, Nature, Psychological Horror, Puzzle, PvE, Resource Management, Sci-fi, Singleplayer, Stealth, Survival, Survival Horror",0.0,10000.0
1890430,"Action, Indie","1980s, 2D, 2D Platformer, Action, Colorful, Indie, Linear, Minimalist, Pixel Graphics, Platformer, Singleplayer",0.0,10000.0
1900680,Casual,"Adventure, Card Game, Casual, Indie, Singleplayer, Solitaire",0.0,10000.0
1933190,"Adventure, Indie","1980s, 2D, Adventure, America, Choices Matter, Choose Your Own Adventure, Conversation, Dark, Detective, Interactive Fiction, Investigation, Mystery, Narrative, Pixel Graphics, Retro, Singleplayer, Story Rich, Supernatural, Thriller, Visual Novel",7.0,10000.0
1947930,"Casual, Early Access, Indie, Simulation","6DOF, Atmospheric, Casual, Early Access, Exploration, First-Person, Immersive Sim, Indie, Nature, Nonlinear, Open World, Procedural Generation, Realistic, Relaxing, Simulation, Singleplayer, VR, Walking Simulator",0.0,10000.0
1965560,"Action, Indie, Strategy","Action, Action RTS, Colorful, Combat, Deckbuilding, Fantasy, Indie, Medieval, Open World, RTS, Real Time Tactics, Replay Value, Resource Management, Roguelike, Roguelite, Singleplayer, Strategy, Stylized, Tactical",0.0,10000.0
1973010,"Adventure, Casual, Indie","2D, 2D Platformer, Action, Adventure, Atmospheric, Cute, Difficult, Exploration, Female Protagonist, Indie, Physics, Pixel Graphics, Platformer, Precision Platformer, Puzzle Platformer, Retro, Side Scroller, Singleplayer, Soundtrack, Story Rich",7.0,10000.0
1996100,"Casual, Indie","3D, Artificial Intelligence, Casual, Controller, Cute, Exploration, Family Friendly, Futuristic, Indie, Isometric, Logic, Minimalist, Physics, Puzzle, Robots, Sci-fi, Science, Singleplayer, Top-Down",0.0,10000.0
2012390,"Casual, Indie, Massively Multiplayer, Simulation","3D, Agriculture, Building, Casual, Character Customization, Co-op, Cooking, Crafting, Creature Collector, Cute, Farming, Farming Sim, Fishing, Life Sim, Online Co-Op, Relaxing, Simulation, Space, Third Person, Wholesome",0.0,10000.0
2016690,"Action, Indie","2D, 2D Platformer, Action, Action-Adventure, Adventure, Collectathon, Combat, Controller, Exploration, Futuristic, Inventory Management, Metroidvania, Old School, Pixel Graphics, Platformer, Retro, Sci-fi, Shooter, Side Scroller, Space",0.0,10000.0
2017120,"Adventure, Indie","2D, Adventure, Atmospheric, Choices Matter, Choose Your Own Adventure, Dark, Dark Fantasy, Demons, Dystopian, Gothic, Hand-drawn, Indie, Interactive Fiction, Lore-Rich, Multiple Endings, Mystery, Psychedelic, Story Rich, Stylized, Visual Novel",0.0,10000.0
2021780,"Action, Adventure, Casual, Indie, Simulation","3D, Abstract, Action, Action-Adventure, Adventure, Arcade, Casual, Choose Your Own Adventure, Controller, Escape Room, Exploration, FPS, Family Friendly, First-Person, Hidden Object, Mystery, Point & Click, Puzzle, Simulation, Walking Simulator",0.0,10000.0
2023250,"Indie, RPG","3D, Action-Adventure, CRPG, Early Access, First-Person, Indie, Psychedelic, RPG, Sci-fi, Singleplayer, Turn-Based Tactics",0.0,10000.0
2057030,"Action, Adventure, Casual, Indie","3D, Action, Action-Adventure, Adventure, Cartoony, Casual, Colorful, Combat, Hero Shooter, Looter Shooter, Post-apocalyptic, Real Time Tactics, Sci-fi, Shooter, Stealth, Stylized, Survival, Top-Down, Top-Down Shooter, Zombies",0.0,10000.0
2062380,"Adventure, Indie","2D, Adventure, Atmospheric, Cartoony, Comedy, Conspiracy, Dark Comedy, Detective, Exploration, Female Protagonist, Funny, Historical, Investigation, Mystery, Point & Click, Puzzle, Relaxing, Rome, Supernatural, Third Person",0.0,10000.0
2063000,"Action, Adventure, Indie, RPG","1980s, 2D, Action, Action-Adventure, Adventure, Atmospheric, Choices Matter, Dark, Gore, Horror, Indie, Multiple Endings, Pixel Graphics, Psychological Horror, Puzzle, RPG, Singleplayer, Survival Horror, Top-Down, Violent",6.0,35000.0
2081670,"Action, Early Access, Free To Play, Indie","2D, 2D Platformer, Action, Action-Adventure, Boss Rush, Difficult, Early Access, Fantasy, Female Protagonist, Free to Play, Hand-drawn, Indie, Mechs, Puzzle, Robots, Singleplayer, Steampunk",8.0,10000.0
2102880,"Action, Free To Play, Indie, RPG","2D, 2D Platformer, Action, Action RPG, Free to Play, Indie, Multiple Endings, RPG, Singleplayer, Space, Time Manipulation, Underground",0.0,10000.0
2112260,"Action, Casual, Indie","3D, 3D Platformer, Action, Cartoon, Casual, Controller, Cute, Family Friendly, Funny, Indie, Pirates, Platformer, Runner, Singleplayer, Third Person",0.0,10000.0
2114090,"Indie, Strategy","3D, Choices Matter, Combat, Cyberpunk, Dark, Female Protagonist, Indie, Minimalist, Noir, Roguelike, Singleplayer, Stealth, Strategy, Tactical, Turn-Based Combat, Turn-Based Strategy, Turn-Based Tactics",0.0,10000.0
2135000,"Adventure, Indie","3D, Action, Adventure, Atmospheric, Casual, Colorful, Exploration, Indie, Music, Narration, Open World, Puzzle, RPG, Relaxing, Singleplayer, Story Rich, Stylized, Third Person",0.0,10000.0
2137580,"Casual, Early Access, Indie, Simulation","2D, Atmospheric, Casual, Colorful, Early Access, Exploration, Indie, Nonlinear, Open World, Procedural Generation, Sandbox, Simulation, Singleplayer",0.0,10000.0
2139350,"Action, Indie","3D, Action, Arcade, Assassin, Bullet Time, Cartoon, Combat, Dark, FPS, Hero Shooter, Indie, Shoot 'Em Up, Shooter, Singleplayer, VR, Violent",7.0,10000.0
2144020,"Action, Adventure, Indie, Racing","3D Platformer, Abstract, Action, Adventure, Arcade, Artificial Intelligence, Atmospheric, Colorful, Combat, Exploration, Fast-Paced, Fighting, Minimalist, Mystery, Nonlinear, Physics, Stylized, Surreal, Time Manipulation, Underwater",0.0,10000.0
2146320,"Action, Casual, Indie","2D, Action, Action-Adventure, Arcade, Atmospheric, Casual, Colorful, Comedy, Cute, Funny, Hero Shooter, LGBTQ+, Pixel Graphics, Post-apocalyptic, Quick-Time Events, Shooter, Side Scroller, Singleplayer, Survival, Top-Down",7.0,10000.0
2147690,"Action, Adventure, Indie, RPG","2D, Action, Action Roguelike, Atmospheric, Class-Based, Combat, Controller, Dungeon Crawler, Level Editor, Loot, Magic, Multiplayer, Mystery Dungeon, Online Co-Op, Pixel Graphics, Procedural Generation, PvE, Roguelike, Team-Based, Top-Down",0.0,10000.0
2148030,"Action, Casual, Indie, Racing","1990's, 4 Player Local, Action, Arcade, Arena Shooter, Colorful, Combat Racing, Destruction, Driving, Heist, Local Multiplayer, Old School, Physics, Racing, Replay Value, Retro, Shooter, Split Screen, Third-Person Shooter, Vehicular Combat",0.0,10000.0
2156970,"Casual, Indie","2D, Casual, Clicker, Controller, Creature Collector, Cute, Demons, Education, Exploration, Family Friendly, Hand-drawn, Hidden Object, Indie, Minimalist, Point & Click, Relaxing, Singleplayer, Trading Card Game",7.0,10000.0
2160200,"Action, Adventure, Casual, Free To Play, Indie, Massively Multiplayer, RPG, Strategy","3D, 3D Platformer, Action, Adventure, Casual, Crafting, Demons, Destruction, Dragons, Exploration, Fantasy, Fishing, MMORPG, Magic, Medieval, Open World, PvE, PvP, RPG, Top-Down",7.0,10000.0
2163890,"Casual, Indie, Strategy","Anime, Board Game, Cartoon, Casual, Choices Matter, Colorful, Cute, Education, Fantasy, Hex Grid, Logic, Match 3, Minimalist, Mythology, Puzzle, Relaxing, Strategy, Survival, Tactical, Turn-Based Tactics",0.0,35000.0
2173160,"Action, Indie","1990's, Action, Atmospheric, Cinematic, Dark, Drama, First-Person, Horror, Indie, Inventory Management, Investigation, Linear, Mystery, Psychological, Psychological Horror, Puzzle, Singleplayer, Stealth, Supernatural, Survival Horror",0.0,10000.0
2176940,"Casual, Free To Play, Indie, Simulation","3D, Abstract, Atmospheric, Casual, Emotional, Free to Play, Horror, Indie, Minimalist, Narration, Psychological Horror, Relaxing, Simulation, Singleplayer, Walking Simulator",8.0,10000.0
2188790,"Action, Indie","3D, 3D Platformer, Action, Action Roguelike, Horror, Indie, Procedural Generation, Roguelike, Roguelite, Singleplayer, Stealth",7.0,10000.0
2193070,"Adventure, Casual, Indie, RPG","3D, Adventure, Casual, Choices Matter, Choose Your Own Adventure, Comedy, Cute, Dark Comedy, Dating Sim, Emotional, Immersive Sim, Mature, NSFW, Nudity, RPG, Realistic, Romance, Sexual Content, Singleplayer, Visual Novel",8.0,10000.0
2203820,"Action, Adventure, Indie","3D, Action, Action-Adventure, Adventure, Anime, Arena Shooter, Bullet Hell, Combat, Cute, Family Friendly, Fantasy, Female Protagonist, Funny, Point & Click, Shoot 'Em Up, Shooter, Singleplayer, Survival, Top-Down, Top-Down Shooter",0.0,10000.0
2204680,"Adventure, Casual, Indie","Adventure, America, Atmospheric, Casual, Colorful, Creature Collector, Cyberpunk, Detective, Dystopian, Family Friendly, Futuristic, Hand-drawn, Hidden Object, Linear, Point & Click, Puzzle, Relaxing, Sci-fi, Singleplayer, Western",6.0,35000.0
2208820,"Casual, Indie","3D, 4 Player Local, Action, Arcade, Cartoony, Casual, Character Customization, Collectathon, Colorful, Controller, Cute, Family Friendly, Funny, Indie, Local Multiplayer, Multiplayer, Party, Party Game, Physics, PvP",0.0,10000.0
2214840,"Adventure, Indie","3D, Adventure, Atmospheric, Demons, Exploration, Faith, First-Person, Hidden Object, Horror, Illuminati, Lovecraftian, Magic, Minimalist, Mystery, Post-apocalyptic, Psychological, Psychological Horror, Stylized, Supernatural, Walking Simulator",7.0,75000.0
2247480,"Indie, RPG, Simulation","Auto Battler, Clicker, Crafting, God Game, Idler, Immersive Sim, Management, Minimalist, Old School, Pixel Graphics, Puzzle, RPG, Real Time Tactics, Retro, Roguelite, Sandbox, Simulation, Space, Survival, Tactical RPG",4.0,10000.0
2248250,"Casual, Free To Play, Indie","2D, Casual, Clicker, Free to Play, Idler, Indie, Pixel Graphics, Singleplayer",4.0,10000.0
2249160,"Indie, Simulation","1990's, 3D, 3D Platformer, Atmospheric, Cinematic, Exploration, First-Person, Horror, Indie, Linear, Multiplayer, Old School, Psychedelic, Psychological, Psychological Horror, Realistic, Retro, Simulation, Singleplayer, Walking Simulator",8.0,75000.0
2257910,"Action, Casual, Early Access, Free To Play, Indie","3D, Action, Casual, Character Customization, Combat, Competitive, Early Access, FPS, First-Person, Free to Play, Horror, Indie, Inventory Management, Multiplayer, PvE, PvP, Shooter, Stealth, Strategy, Team-Based",5.0,10000.0
2258090,"Casual, Indie, Simulation","3D, 3D Platformer, Asynchronous Multiplayer, Casual, Colorful, Cute, Education, Indie, Logic, Physics, Puzzle, Puzzle Platformer, Relaxing, Simulation, Singleplayer",7.0,10000.0
2259320,"Action, Free To Play, Indie, RPG","2D, Action, Action Roguelike, Bullet Hell, Cats, Co-op, Colorful, Cute, Difficult, Dungeon Crawler, Gun Customization, Inventory Management, Perma Death, Pixel Graphics, Procedural Generation, PvE, Roguelike, Shoot 'Em Up, Top-Down, Top-Down Shooter",7.0,10000.0
2271810,"Adventure, Indie","2D, Adventure, Choose Your Own Adventure, Dark, Drama, Indie, Interactive Fiction, Multiple Endings, Pixel Graphics, Post-apocalyptic, Psychological Horror, Retro, Singleplayer, Visual Novel",5.0,10000.0
